博主,id,时间,来源,收藏,转发,评论,点赞,艾特,标签,内容
城山庚子先生,7245457402,04月12日 20:47,HUAWEI nova 3i,,,5,1,,#外交部回应日本拟决定核废水排海#,好家伙，刚地鸣完，你又海鸣这都不是80%人的生命了，这是想拉上全世界跟他们一块死光的节奏 ​
我科不生男孩不改名,5269782895,04月12日 20:47,HUAWEI Mate 40 Pro,,,1,3,,#外交部回应日本拟决定核废水排海#,我看还有精日给它日本爹洗地不？ ​
不举铁门下颜狗,1956620687,04月12日 20:47,蹦迪女王的Android,,,2,6,,#外交部回应日本拟决定核废水排海#,怎么没有看见关于漂亮国对此态度的报道，漂亮国人民不喝水吗？漂亮国不出来管管？这可是人权大事件呢 ​
橄榄村滴仙女狗子,3908207936,04月12日 20:46,Android,,,,,,#日本核废水可致癌致畸致突变#,真糟心，缺德玩意 ​
香港胡迪警長,3982425411,04月12日 20:46,微博视频号,,1,7,8,,#日本民众反对政府将核废水排海#, 日本政府既然說是安全的，那為什麼不作為飲用水喝掉？現在居然要讓大家一起來買單 L香港胡迪警長的微博视频 ​
lever1665,2708103441,04月12日 20:46,学习强国客户端,,,,,,-,日本拟决定核废水排海 外交部：中方已表明严重关切 O网页链接 ​
金武士喵,6605666673,04月12日 20:46,新版微博 weibo.com,,,,,,#日本政府明日正式决定核废水排放入海#,以后海鲜谁还敢吃？ ​
yukiyawai,1273203967,04月12日 15:29,Share微博客户端,,,,1,,-,说日本排核污水没啥问题的人，大多也都是当初要中国因为疫情向世界道歉的人。还记得当时流行的说法是“你家着火，把邻居家燎着了，难道不要道歉赔偿吗？”那你家核电站炸了，把我家水池子给弄脏了，你要不要道歉赔偿?就是个立场问题，装哪门子理客中。 ​
善战无赫,6331241563,04月12日 20:45,全屏双摄 OPPO A5,,,,,,#外交部回应日本拟决定核废水排海#,利好，西藏，新疆，青海的房地产。 ​
阿胶等你信几点能到,2718791840,04月12日 20:45,nova4自拍极点全面屏,,,,,,#日本核废水可致癌致畸致突变#,小日本这个王八羔子鳖孙，这么多年了还是这种王八蛋样，到处害人，你他么咋不自己把核废水喝干净啊？反正很“安全”！ ​
-xing-蔓,2269202820,04月12日 20:45,HUAWEI P20,,,,,,#外交部回应日本拟决定核废水排海#,严重关切，强烈谴责。。。。。。。 ​
海南新闻广播,1970150825,04月12日 20:45,iPhone客户端,,,,,,-,【外交部：日方不能对国际社会的反对视而不见】目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。（央视新闻） 收起全文d
姚利文的,2526256574,04月12日 20:44,HUAWEI Mate 10,,1,,1,,#外交部回应日本拟决定核废水排海#,中国就像一头勤劳的老黄牛，而日本就像一头狼。牛身高体大，还有两个牛角，但是从来就不会去主动威胁狼，狼身躯矮小，天天惦记着如何去把牛吃掉。因为有美国的束缚，日本正在进行深度的韬光养晦，但只要时机成熟，日本一定再次会露出狼性的一面！ ————戴旭 ​
春困夏,2530814227,04月12日 20:44,小米8青春版 潮流旗舰,,,,,,#外交部回应日本拟决定核废水排海#,以后别跟我说日本人怕麻烦别人讲礼貌，讲文明，也别讲什么环保垃圾分类，他们的统治者本身就是垃圾！ ​
鹿城五木,2027629081,04月12日 15:23,微博 weibo.com,,,,,,#日方不能对国际社会的反对视而不见#】#外交部回应日本拟决定核废水排海#,【外交部：：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。（总台央视记者张雪松）O网页链接 收起全文d
大肉猫呆头兔,6288515457,04月12日 20:44,nova6 5G自拍大不一样,,,,,,#日本核废水可致癌致畸致突变#,日本真的不干人事儿，太不负责了。 ​
在造雨的虹里,6319146730,04月12日 20:44,vivo Z5x性能实力派,,,,,,#外交部回应日本拟决定核废水排海#,大无脑事件，政府脑子是进水了吗？这算反人类行为了吧？政府连自己都人民都不管了，真🐮 ​
新鲜苹果888,1179737915,04月12日 20:44,HUAWEI P30,,,,,,-,【日本市民团体向政府提交签名，反对将核废水排入太平洋】据日本共同社12日消息，多个日本市民团体12日向经济产业省提交反对将福岛第一核电站的处理水排放入海的签名，要求政府将处理水长期保管在第一核电站厂区内的储罐中，或者用水泥等固化。（环球网） 2深圳·香蜜湖 ​
三秦小喇叭,5252701469,04月12日 20:44,微博视频号,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟##外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 收起全文d
春风拂面199112,5871662931,04月12日 20:44,人民日报客户端,,,,,,-,日媒：日本政府13日早晨将开会宣布把核废水排放入海O网页链接 ​
锦鲤钱钱钱,7246676047,04月12日 20:44,Android,,,,,,#日本核废水可致癌致畸致突变#,好害怕 ​
三秦都市报,1698784044,04月12日 20:43,微博视频号,,2,1,3,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟# #外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 收起全文d
也曾邀你看月亮,5640880596,04月12日 20:43,iPhone客户端,,,,3,,#日本核废水可致癌致畸致突变#,太恶心了 ​
武大学长,3923869449,04月12日 15:29,iPhone客户端,,,,,,-,说日本排核污水没啥问题的人，大多也都是当初要中国因为疫情向世界道歉的人。还记得当时流行的说法是“你家着火，把邻居家燎着了，难道不要道歉赔偿吗？”那你家核电站炸了，把我家水池子给弄脏了，你要不要道歉赔偿?就是个立场问题，装哪门子理客中。 ​
五彩葱呱镇魂曲,6889961312,04月12日 12:35,华为Mate40保时捷设计,,,,,,#v光计划#, 原先是风光无限的未来美国总统，得罪了🐰之后，不要说传说中的旋转门解决财务自由，现在就主要折腾点这个了。 ​
五柳堂客,2205105710,04月12日 15:23,微博 weibo.com,,,,,,#日方不能对国际社会的反对视而不见#】#外交部回应日本拟决定核废水排海#,【外交部：：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。（总台央视记者张雪松）O网页链接 收起全文d
清月子都,2804484405,04月12日 20:43,OPPO R9,,1,,1,,-,怎么处理核废水是小日本自己的事情，但是海洋是全人类的资源，海洋生物也是生命呀，人根本离不开水，水循环遭殃最快的是中韩朝鲜，如果有一天亚洲人都变成畸形人，那么我们就没必要繁衍后代了，100年以后再说吧。享受现在吧，日后连哭都没有用了 ​
下雪了晴天了,5430953514,04月12日 18:40,帝吧超话,,,,1,,#外交部回应日本拟决定核废水排海# #日方不能对国际社会的反对视而不见#,赵立坚：日本福岛发生的核事故是迄今为止全球发生的最为严重的核事故之一。目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。 收起全文d
四级警长,3382806064,04月12日 19:51,微博视频号,,1,,,,#日本核废水可致癌致畸致突变#, 这样的丧心病狂，环保组织，动保组织还有那个以地球警察自居的霸王国家，都去哪了？视频：河南民生频道 L如皋老猫的微博视频 ​
周杰伦怎么卖的给我舀二斤,6872031657,04月12日 15:51,微博视频号,,,,,@中国三农发布@中国三农发布,#日本倾倒核废水可能危及国人餐桌#】最近几天，日本政府打算向太平洋排放123万吨核废水的消息，遭到世界各国尤其是周边各国的谴责。德国海洋研究机构判断说，核污水入海57天可污染大半个太平洋。如此多的核污水如果真被倒进太平洋，作为日本邻国的中国还能不能愉快地吃海鲜？ 2011年，日本福岛核电站因大地震发生泄漏事故，为了给核反应堆降温，日本采用了水冷却的办法，由此产生大量核废水。快10年过去了，储水设备即将装满，日本计划逐步向太平洋排放核废水。 @中国三农发布 关心的是，排入太平洋的核废水会流到哪里？会对海洋生物和人造成什么样的影响？ 先说流向。日本东海岸有日本暖流，它会源源不断把日本排泄的污水汇入北太平洋暖流，洋流会带着污水在整个北太平洋循环，沿岸国家和地区有十余个，不算中国，人口就已经是10亿量级的。而且，核废水会顺着洋流在北太平洋绕一圈，最后也会到达我国台湾地区附近。 再说影响。有人说，海洋实在太大，海水的量实在太多，稀释能力超强，大海会很快“消化”掉这些核废水。实际上，这些含有放射性物质的核废水和普通工业废水不一样，即使在海洋里扩散稀释，它们的半衰期依然有几十年、甚至几百上千年。这也就意味着，核污染不可能轻易散去，海洋生物会遭到辐射污染。动植物受到辐射，不少都会产生变异，有些还会大范围消失。加拿大已经在其西海岸的三文鱼身上检测到铯-134放射性元素，说明日本福岛核污染已经扩散到北美地区。在美国夏威夷海域，放射物含量的水平已经达到先前的两倍。如果海洋生物遭到污染甚至毁灭，人类也会因为食用这些鱼类，将面临巨大的健康风险。环保组织甚至发出警告，污水中的辐射物会影响人类的DNA，下一代也很可能会畸形、残疾、癌变、夭折，而这种基因损害会持续数千年。 对我们国家来说，很难独善其身。当核废水顺着洋流走向全球，全世界渔业都会受到影响。虽然很多人认为洋流走向，中国海域受的影响很小，但是要知道，环太平洋是我国远洋渔船前往的主要渔场，最近五六年我国远洋渔获总量都维持在200万吨左右，几乎三分之二都是在环太平洋捕捞的。可见，整个太平洋的安全，与我国渔业息息相关。 而且可怕的是，日本可能把核废水排放当做一项“持续性”工作，排放时间可能长达三十年。如果日本开了这个先河，以后就会有无数吨废水垃圾流入大海。 现在，周边国家敦促日本政府深入评估福岛核污水处理方案可能带来的影响，在与周边国家充分协商的基础上慎重作出决策。最好的办法，就是全世界核专家组成调查团，赶赴日本福岛，一起商讨核废水的处理方法。——@中国三农发布 评论员 #核污水入海有多可怕# #日本称处理福岛核污水不能推迟#,【三农快评  L中国三农发布的微博视频 收起全文d
连线记者,1405759702,04月12日 20:43,微博视频号,,2,3,1,,#日本核废水可致癌致畸致突变#十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟#, L大参考的微博视频 ​
九龙泉汪松林,6472075456,04月12日 20:42,vivo X60Pro 蔡司影像,,,,,,#日本核废水可致癌致畸致突变#, ​
kaneparathong,1814357267,04月12日 20:42,荣耀30 5G,,,2,1,,-,所以小🇯🇵核废水已经排放到了海里了么………………真是厚颜无耻啊，他们是不是觉得活够了 ​
爆米花好美_ysl,2166172752,04月12日 16:06,微博视频号,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟# #外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 收起全文d
河北综合广播,1913366611,04月12日 20:42,iPhone客户端,,,,4,,#外交部回应日本拟决定排核废水入海#，#赵立坚称国际社会都在看着日方#,【】据报道，日本政府将于4月13日举行内阁会议，正式决定向海洋排放福岛核电站含有对海洋环境等有害的核废水。赵立坚：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。我注意到日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。O网页链接（人民日报） 收起全文d
紫薯吃橘子,6308389187,04月12日 20:42,vivo X30专业影像,,,1,,,#日本核废水可致癌致畸致突变#,日本: 尊小节缺大德 ​
提刀探花在缅北,3031762330,04月12日 20:42,卖翡翠的iPhone客户端,,5,2,7,,#日本核废水可致癌致畸致突变#,日本的核废水菅义伟没喝，这些人这么相信日本政府，他们去喝吧。 ​
九龙泉汪松林,6472075456,04月12日 20:42,vivo X60Pro 蔡司影像,,,,,,#日本民众反对政府将核废水排海#, ​
涩口的茶,5532481997,04月12日 20:33,HUAWEI P30 Pro,,,,,,#日本核废水可致癌致畸致突变#,切诺尔贝利的核污染因为会影响到欧洲所以欧洲国家纷纷跳出来反对，日本核废水离我们近离欧美远所以欧美睁一只眼闭一只眼。核废水不管怎么美化，怎么洗都是洗不白的，核废水那么好日本怎么不自己留着？ ​
逝去的失去的FGT,5947624397,04月12日 20:41,HUAWEI Mate 20 X,,,,,,#日本核废水可致癌致畸致突变#,没本事处理，那就不要制造💣💣💣💣 ​
A股女神仙,1786667677,04月12日 20:41,iPhone客户端,,,,5,,#日本民众反对政府将核废水排海#,万恶的民族，不配活在这个世界！ ​
兰陵环境,5141291459,04月12日 18:49,Android,,3,3,4,,#日本民众反对政府将核废水排海#,【】4月12日中午，约百名日本普通民众在首相官邸前集会，反对日本政府计划在13日正式决定向海洋排放福岛核电站含有对海洋环境有害的核废水。他们手持“不要把放射性污水排入海洋”“不要让污水污染海洋”“反对将核废水排海”等标语，要求日本政府和东京电力公司承担起责任，不要作出把核废水排海的决定。（人民日报记者刘军国） 2临沂 收起全文d
萧城老万,3316987334,04月12日 20:41,微博 weibo.com,,,,3,,-,为日本核废水洗地的，有一个算一个，都是畜生。 ​
Goeast1,6466689381,04月12日 20:41,iPhone客户端,,,,,,-,发现一金句：确实，你先喝一杯核废水好吧 ​
穿的烂走的慢2580,5239331742,04月12日 15:51,微博视频号,,,,,@中国三农发布@中国三农发布,#日本倾倒核废水可能危及国人餐桌#】最近几天，日本政府打算向太平洋排放123万吨核废水的消息，遭到世界各国尤其是周边各国的谴责。德国海洋研究机构判断说，核污水入海57天可污染大半个太平洋。如此多的核污水如果真被倒进太平洋，作为日本邻国的中国还能不能愉快地吃海鲜？ 2011年，日本福岛核电站因大地震发生泄漏事故，为了给核反应堆降温，日本采用了水冷却的办法，由此产生大量核废水。快10年过去了，储水设备即将装满，日本计划逐步向太平洋排放核废水。 @中国三农发布 关心的是，排入太平洋的核废水会流到哪里？会对海洋生物和人造成什么样的影响？ 先说流向。日本东海岸有日本暖流，它会源源不断把日本排泄的污水汇入北太平洋暖流，洋流会带着污水在整个北太平洋循环，沿岸国家和地区有十余个，不算中国，人口就已经是10亿量级的。而且，核废水会顺着洋流在北太平洋绕一圈，最后也会到达我国台湾地区附近。 再说影响。有人说，海洋实在太大，海水的量实在太多，稀释能力超强，大海会很快“消化”掉这些核废水。实际上，这些含有放射性物质的核废水和普通工业废水不一样，即使在海洋里扩散稀释，它们的半衰期依然有几十年、甚至几百上千年。这也就意味着，核污染不可能轻易散去，海洋生物会遭到辐射污染。动植物受到辐射，不少都会产生变异，有些还会大范围消失。加拿大已经在其西海岸的三文鱼身上检测到铯-134放射性元素，说明日本福岛核污染已经扩散到北美地区。在美国夏威夷海域，放射物含量的水平已经达到先前的两倍。如果海洋生物遭到污染甚至毁灭，人类也会因为食用这些鱼类，将面临巨大的健康风险。环保组织甚至发出警告，污水中的辐射物会影响人类的DNA，下一代也很可能会畸形、残疾、癌变、夭折，而这种基因损害会持续数千年。 对我们国家来说，很难独善其身。当核废水顺着洋流走向全球，全世界渔业都会受到影响。虽然很多人认为洋流走向，中国海域受的影响很小，但是要知道，环太平洋是我国远洋渔船前往的主要渔场，最近五六年我国远洋渔获总量都维持在200万吨左右，几乎三分之二都是在环太平洋捕捞的。可见，整个太平洋的安全，与我国渔业息息相关。 而且可怕的是，日本可能把核废水排放当做一项“持续性”工作，排放时间可能长达三十年。如果日本开了这个先河，以后就会有无数吨废水垃圾流入大海。 现在，周边国家敦促日本政府深入评估福岛核污水处理方案可能带来的影响，在与周边国家充分协商的基础上慎重作出决策。最好的办法，就是全世界核专家组成调查团，赶赴日本福岛，一起商讨核废水的处理方法。——@中国三农发布 评论员 #核污水入海有多可怕# #日本称处理福岛核污水不能推迟#,【三农快评  L中国三农发布的微博视频 收起全文d
不止损股侠,1723144472,04月12日 20:40,360安全浏览器,,,1,7,,-,哪个王八蛋再说核废水没有影响建议给他们家运回几卡车去，让他跟他们家人一起慢慢享用，而且还不收水费，多好的建议呢这些王八蛋心眼坏透了 ，祖上一定是二鬼子出身滴 ​
晴雨201201,2509795333,04月12日 19:48,微博视频号,,,,,,-,日本将把核污水排入大海。然而，日本首相菅义伟曾拒绝饮用“经过稀释后能喝”的核废水。———日本每个家庭分一点稀释喝掉好了，干嘛排入大海。 L孤烟暮蝉的微博视频 ​
景树仁,5985655156,04月12日 15:23,微博 weibo.com,,,,,,#日方不能对国际社会的反对视而不见#】#外交部回应日本拟决定核废水排海#,【外交部：：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。（总台央视记者张雪松）O网页链接 收起全文d
南潮生,1880576215,04月12日 17:31,HUAWEI Mate 40 Pro,,,,,,#日本核废水可致癌致畸致突变#,再挂一个。 ​
秒速五厘米O,5233052999,04月12日 20:39,小米9 Pro 5G,,,,1,,-,核废水一排，直接变成这样~我寻思着这核废水一排，日本的渔业不直接凉凉了，那还不如多建一点储水罐！ ​
五星上将森下下士,7343569984,04月12日 15:23,微博 weibo.com,,,,,,#日方不能对国际社会的反对视而不见#】#外交部回应日本拟决定核废水排海#,【外交部：：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。（总台央视记者张雪松）O网页链接 收起全文d
dxpll_40051,5612190336,04月12日 20:39,网易新闻,,,,,@网易新闻）,-,终于明白：日本120万吨核废水污染太平洋，西方为何集体沉默？|核废料|放射性物质_网易订阅 中方再回应日本要将核废水排大海 O终于明白：日本120万吨核废水污染太平洋，西方为何集体沉默？ （分享自 @网易新闻） ​
怦然霖动,6531934201,04月12日 16:06,微博视频号,,,,,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟# #外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 收起全文d
戈隆小亲亲,1968847867,04月12日 11:56,Android客户端,,,,,,-,可真出息 ​
晒太阳XD,6006250807,04月12日 15:51,微博视频号,,,,,@中国三农发布@中国三农发布,#日本倾倒核废水可能危及国人餐桌#】最近几天，日本政府打算向太平洋排放123万吨核废水的消息，遭到世界各国尤其是周边各国的谴责。德国海洋研究机构判断说，核污水入海57天可污染大半个太平洋。如此多的核污水如果真被倒进太平洋，作为日本邻国的中国还能不能愉快地吃海鲜？ 2011年，日本福岛核电站因大地震发生泄漏事故，为了给核反应堆降温，日本采用了水冷却的办法，由此产生大量核废水。快10年过去了，储水设备即将装满，日本计划逐步向太平洋排放核废水。 @中国三农发布 关心的是，排入太平洋的核废水会流到哪里？会对海洋生物和人造成什么样的影响？ 先说流向。日本东海岸有日本暖流，它会源源不断把日本排泄的污水汇入北太平洋暖流，洋流会带着污水在整个北太平洋循环，沿岸国家和地区有十余个，不算中国，人口就已经是10亿量级的。而且，核废水会顺着洋流在北太平洋绕一圈，最后也会到达我国台湾地区附近。 再说影响。有人说，海洋实在太大，海水的量实在太多，稀释能力超强，大海会很快“消化”掉这些核废水。实际上，这些含有放射性物质的核废水和普通工业废水不一样，即使在海洋里扩散稀释，它们的半衰期依然有几十年、甚至几百上千年。这也就意味着，核污染不可能轻易散去，海洋生物会遭到辐射污染。动植物受到辐射，不少都会产生变异，有些还会大范围消失。加拿大已经在其西海岸的三文鱼身上检测到铯-134放射性元素，说明日本福岛核污染已经扩散到北美地区。在美国夏威夷海域，放射物含量的水平已经达到先前的两倍。如果海洋生物遭到污染甚至毁灭，人类也会因为食用这些鱼类，将面临巨大的健康风险。环保组织甚至发出警告，污水中的辐射物会影响人类的DNA，下一代也很可能会畸形、残疾、癌变、夭折，而这种基因损害会持续数千年。 对我们国家来说，很难独善其身。当核废水顺着洋流走向全球，全世界渔业都会受到影响。虽然很多人认为洋流走向，中国海域受的影响很小，但是要知道，环太平洋是我国远洋渔船前往的主要渔场，最近五六年我国远洋渔获总量都维持在200万吨左右，几乎三分之二都是在环太平洋捕捞的。可见，整个太平洋的安全，与我国渔业息息相关。 而且可怕的是，日本可能把核废水排放当做一项“持续性”工作，排放时间可能长达三十年。如果日本开了这个先河，以后就会有无数吨废水垃圾流入大海。 现在，周边国家敦促日本政府深入评估福岛核污水处理方案可能带来的影响，在与周边国家充分协商的基础上慎重作出决策。最好的办法，就是全世界核专家组成调查团，赶赴日本福岛，一起商讨核废水的处理方法。——@中国三农发布 评论员 #核污水入海有多可怕# #日本称处理福岛核污水不能推迟#,【三农快评  L中国三农发布的微博视频 收起全文d
啾啾的麦克风,1039206567,04月12日 20:38,19-10-26ZZAndroid,,,,3,,#日本核废水可致癌致畸致突变#,有一句话没说错，人类终将会被人类毁灭。估计海里各类生物提前变异，那些神秘深海的未知物种窜出海面插着腰骂大街？ ​
Reginaxing,3214119350,04月12日 20:38,vivo X27,,,,,,#日本核废水可致癌致畸致突变#,之前的生化实验，现在果然底子里的东西是不会变的 ​
冯火漫画,1169423881,04月12日 20:38,麦芒6 边界，我来超越,,,,1,,-,【现在，国际社会都在看向日本】在福岛核事故发生10年后，近日，日本又传来一则引发全球舆论哗然的消息：日本政府基本决定将福岛第一核电站核废水排入大海，并将于明日（13日）召开相关内阁会议，做出正式决定。消息一经公布，就遭到日本国内乃至国际社会的谴责和质疑。当地时间11日下午，福岛民众还自发举行集会，反对政府这一计划。 2石家庄·白佛小区(中山东路) 收起全文d
普鲁西普,2388306487,04月12日 20:38,Android,,,,8,,#日本核废水可致癌致畸致突变#,一开始毛子让你炸了你不炸，现在说处理不了，sb东西 ​
北京通州大峰,5816161945,04月12日 20:38,微博 weibo.com,,,2,1,,-,【日媒：日本政府13日早晨将开会宣布把核废水排放入海】据日本共同社12日消息，日本政府将于当地时间13日7时45分举行内阁会议，正式决定将东京电力公司福岛第一核电站的核废水排放入海。（央视新闻） ​​​​
比得兔的萌宝宝,6815594995,04月12日 15:23,微博 weibo.com,,,,,,#日方不能对国际社会的反对视而不见#】#外交部回应日本拟决定核废水排海#,【外交部：：目前国际舆论对日方拟决定核废水排海高度关注，普遍表示质疑和反对。日本国内也有不少强烈反对意见。日方经常要求他国履行国际责任，现在国际社会都在看着日方，日方不能视而不见、听而不闻。此事关系重大，日方应对国际公共利益负责，这也是对本国民众利益负责。为维护国际公共利益和中国人民健康安全，中方已通过外交渠道向日方表明严重关切，要求日方切实以负责任的态度，审慎对待福岛核电站核废水处置问题。（总台央视记者张雪松）O网页链接 收起全文d
长不大的皮拉夫,5461393727,04月12日 20:37,iPhone客户端,,,,,,-,这篇文章很有意思>>《排放核废水，日本政客的良知在哪里？》  O网页链接 ​
罗庄环境,5110084056,04月12日 18:49,Android,,6,6,6,,#日本民众反对政府将核废水排海#,【】4月12日中午，约百名日本普通民众在首相官邸前集会，反对日本政府计划在13日正式决定向海洋排放福岛核电站含有对海洋环境有害的核废水。他们手持“不要把放射性污水排入海洋”“不要让污水污染海洋”“反对将核废水排海”等标语，要求日本政府和东京电力公司承担起责任，不要作出把核废水排海的决定。（人民日报记者刘军国） 2临沂 收起全文d
云白bdj,6793722135,04月12日 20:37,OPPO A11,,,3,8,,#日本民众反对政府将核废水排海#,日本经常宣扬自己是个“民主”国家，这次动了日本人民的面包，日本民众的心声看看政府要不要听，是真民主，还是假“民主”，是践踏民意，还是从善如流，如果倾倒核污水，就不要腆着脸说是民主国家 ​
罗庄环境,5110084056,04月12日 17:58,Android,,6,,6,,#日本核废水可致癌致畸致突变#】4月9日，日本政府基本决定将福岛核污水排入大海。12日，日本首相菅义伟表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。郑州大学教授李顺义指出，核废水排入大海以后，首先会影响到周边国家，然后经过海洋的大洋环流，十年以后，整个太平洋将会受到全部的污染。它如果存在人的体内，就可能导致“三致”，致癌致畸致突变，对人的遗传基因有重大的影响。#日本称处理福岛核污水不能推迟##外交部回应日本拟决定核废水排海#,【专家： L大参考的微博视频 2临沂 收起全文d
Ravenclaw的姆克鹰,5869946743,04月12日 20:37,iPad air,,,1,,,-,CNN真护着日本哈核废水要排到你们家西海岸了一个字都不报 ​
幻想王国的幻想王,1151932621,04月12日 16:00,微博视频号,,1,,,,-,东日本大地震发生10年以来，日本全力推进灾区重建工作，同时致力于解决福岛第一核电站的问题。最近的情况究竟如何？戳视频了解一下↓日本今后将继续如实向国际社会说明有关福岛第一核电站的相关信息，希望大家基于科学知识和客观数据了解真实情况。 L日本国驻华大使馆的微博视频 ​
二两橘子酒,6583953659,04月12日 20:36,朱一龙的小笼包,,,,,,#日本核废水可致癌致畸致突变#,真恶心 能不能他们自己一人一缸喝了它 ​
